age,math,programming,creativity,communication,logic,preferred_subject,career
20,2,2,2,2,2,ComputerScience,Project Manager
18,4,4,4,4,4,Physics,Information Security Specialist
24,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
21,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
19,1,1,1,1,1,Math,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
21,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
24,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
19,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
24,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
24,4,4,4,4,4,Physics,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
18,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
21,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
21,1,1,1,1,1,Math,Information Security Specialist
21,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
21,0,0,0,0,0,Design,Information Security Specialist
22,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
19,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
21,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
19,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
18,2,2,2,2,2,ComputerScience,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
24,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
20,4,4,4,4,4,Physics,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
24,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
25,5,5,5,5,5,Arts,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
21,1,1,1,1,1,Math,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
21,0,0,0,0,0,Design,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
18,2,2,2,2,2,ComputerScience,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
21,4,4,4,5,4,Physics,Information Security Specialist
25,4,4,4,1,4,Physics,Information Security Specialist
19,4,4,4,0,4,Physics,Information Security Specialist
18,4,4,4,3,4,Physics,Information Security Specialist
22,4,4,4,2,4,Physics,Information Security Specialist
23,5,5,5,4,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
18,5,5,5,1,5,Arts,Information Security Specialist
25,5,5,5,0,5,Arts,Information Security Specialist
24,5,5,5,3,5,Arts,Information Security Specialist
24,5,5,5,2,5,Arts,Information Security Specialist
24,1,1,1,4,1,Math,Information Security Specialist
25,1,1,1,5,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,0,1,Math,Information Security Specialist
18,1,1,1,3,1,Math,Information Security Specialist
25,1,1,1,2,1,Math,Information Security Specialist
23,0,0,0,4,0,Design,Information Security Specialist
21,0,0,0,5,0,Design,Information Security Specialist
20,0,0,0,1,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,3,0,Design,Information Security Specialist
23,0,0,0,2,0,Design,Information Security Specialist
19,3,3,3,4,3,Business,Information Security Specialist
22,3,3,3,5,3,Business,Information Security Specialist
24,3,3,3,1,3,Business,Information Security Specialist
22,3,3,3,0,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
25,3,3,3,2,3,Business,Information Security Specialist
21,2,2,2,4,2,ComputerScience,Information Security Specialist
22,2,2,2,5,2,ComputerScience,Information Security Specialist
20,2,2,2,1,2,ComputerScience,Information Security Specialist
21,2,2,2,0,2,ComputerScience,Information Security Specialist
18,2,2,2,3,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
18,5,4,4,4,4,Physics,Information Security Specialist
22,1,4,4,4,4,Physics,Information Security Specialist
18,0,4,4,4,4,Physics,Information Security Specialist
21,3,4,4,4,4,Physics,Information Security Specialist
20,2,4,4,4,4,Physics,Information Security Specialist
18,4,5,5,5,5,Arts,Information Security Specialist
19,5,5,5,5,5,Arts,Information Security Specialist
25,1,5,5,5,5,Arts,Information Security Specialist
25,0,5,5,5,5,Arts,Information Security Specialist
18,3,5,5,5,5,Arts,Information Security Specialist
25,2,5,5,5,5,Arts,Information Security Specialist
22,4,1,1,1,1,Math,Information Security Specialist
24,5,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
25,0,1,1,1,1,Math,Information Security Specialist
21,3,1,1,1,1,Math,Information Security Specialist
23,2,1,1,1,1,Math,Information Security Specialist
21,4,0,0,0,0,Design,Information Security Specialist
23,5,0,0,0,0,Design,Information Security Specialist
24,1,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
18,3,0,0,0,0,Design,Information Security Specialist
20,2,0,0,0,0,Design,Information Security Specialist
19,4,3,3,3,3,Business,Information Security Specialist
21,5,3,3,3,3,Business,Information Security Specialist
22,1,3,3,3,3,Business,Information Security Specialist
23,0,3,3,3,3,Business,Information Security Specialist
25,3,3,3,3,3,Business,Information Security Specialist
22,2,3,3,3,3,Business,Information Security Specialist
20,4,2,2,2,2,ComputerScience,Information Security Specialist
23,5,2,2,2,2,ComputerScience,Information Security Specialist
21,1,2,2,2,2,ComputerScience,Information Security Specialist
18,0,2,2,2,2,ComputerScience,Information Security Specialist
22,3,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
24,4,4,5,4,5,Physics,Information Security Specialist
24,4,4,1,4,1,Physics,Information Security Specialist
21,4,4,0,4,0,Physics,Information Security Specialist
21,4,4,3,4,3,Physics,Information Security Specialist
21,4,4,2,4,2,Physics,Information Security Specialist
23,5,5,4,5,4,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,1,5,1,Arts,Information Security Specialist
20,5,5,0,5,0,Arts,Information Security Specialist
23,5,5,3,5,3,Arts,Information Security Specialist
21,5,5,2,5,2,Arts,Information Security Specialist
19,1,1,4,1,4,Math,Information Security Specialist
25,1,1,5,1,5,Math,Information Security Specialist
19,1,1,1,1,1,Math,Information Security Specialist
20,1,1,0,1,0,Math,Information Security Specialist
24,1,1,3,1,3,Math,Information Security Specialist
18,1,1,2,1,2,Math,Information Security Specialist
18,0,0,4,0,4,Design,Information Security Specialist
25,0,0,5,0,5,Design,Information Security Specialist
24,0,0,1,0,1,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
23,0,0,3,0,3,Design,Information Security Specialist
23,0,0,2,0,2,Design,Information Security Specialist
18,3,3,4,3,4,Business,Information Security Specialist
19,3,3,5,3,5,Business,Information Security Specialist
18,3,3,1,3,1,Business,Information Security Specialist
22,3,3,0,3,0,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
23,3,3,2,3,2,Business,Information Security Specialist
19,2,2,4,2,4,ComputerScience,Information Security Specialist
20,2,2,5,2,5,ComputerScience,Information Security Specialist
25,2,2,1,2,1,ComputerScience,Information Security Specialist
20,2,2,0,2,0,ComputerScience,Information Security Specialist
21,2,2,3,2,3,ComputerScience,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
20,4,4,4,4,4,Physics,Information Security Specialist
25,5,5,5,5,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
25,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
21,0,0,0,0,0,Design,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
19,3,3,3,3,3,Business,Information Security Specialist
24,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
18,2,2,2,2,2,ComputerScience,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
18,5,5,5,5,5,Arts,Information Security Specialist
18,5,5,5,5,5,Arts,Information Security Specialist
25,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
22,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
25,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
19,4,4,4,4,4,Physics,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
19,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
25,5,5,5,5,5,Arts,Information Security Specialist
18,5,5,5,5,5,Arts,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
21,0,0,0,0,0,Design,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
19,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
24,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
25,2,2,2,2,2,ComputerScience,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
21,4,4,4,4,4,Physics,Information Security Specialist
19,4,4,4,4,4,Physics,Information Security Specialist
20,4,4,4,4,4,Physics,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
18,5,5,5,5,5,Arts,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
19,5,5,5,5,5,Arts,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
18,1,1,1,1,1,Math,Information Security Specialist
19,1,1,1,1,1,Math,Information Security Specialist
19,1,1,1,1,1,Math,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
24,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
19,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
18,4,4,4,4,4,Physics,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
18,5,5,5,5,5,Arts,Information Security Specialist
24,5,5,5,5,5,Arts,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
19,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
22,1,1,1,1,1,Math,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
18,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
20,3,3,3,3,3,Business,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
18,2,2,2,2,2,ComputerScience,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Arts,Information Security Specialist
19,4,4,4,4,4,Math,Information Security Specialist
23,4,4,4,4,4,Design,Information Security Specialist
21,4,4,4,4,4,Business,Information Security Specialist
21,4,4,4,4,4,ComputerScience,Information Security Specialist
19,5,5,5,5,5,Physics,Information Security Specialist
25,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Math,Information Security Specialist
20,5,5,5,5,5,Design,Information Security Specialist
21,5,5,5,5,5,Business,Information Security Specialist
21,5,5,5,5,5,ComputerScience,Information Security Specialist
24,1,1,1,1,1,Physics,Information Security Specialist
18,1,1,1,1,1,Arts,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Design,Information Security Specialist
25,1,1,1,1,1,Business,Information Security Specialist
20,1,1,1,1,1,ComputerScience,Information Security Specialist
25,0,0,0,0,0,Physics,Information Security Specialist
25,0,0,0,0,0,Arts,Information Security Specialist
19,0,0,0,0,0,Math,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
18,0,0,0,0,0,Business,Information Security Specialist
23,0,0,0,0,0,ComputerScience,Information Security Specialist
21,3,3,3,3,3,Physics,Information Security Specialist
21,3,3,3,3,3,Arts,Information Security Specialist
18,3,3,3,3,3,Math,Information Security Specialist
25,3,3,3,3,3,Design,Information Security Specialist
24,3,3,3,3,3,Business,Information Security Specialist
19,3,3,3,3,3,ComputerScience,Information Security Specialist
25,2,2,2,2,2,Physics,Information Security Specialist
21,2,2,2,2,2,Arts,Information Security Specialist
22,2,2,2,2,2,Math,Information Security Specialist
24,2,2,2,2,2,Design,Information Security Specialist
21,2,2,2,2,2,Business,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
18,4,5,4,4,4,Physics,Information Security Specialist
18,4,1,4,4,4,Physics,Information Security Specialist
24,4,0,4,4,4,Physics,Information Security Specialist
21,4,3,4,4,4,Physics,Information Security Specialist
20,4,2,4,4,4,Physics,Information Security Specialist
22,5,4,5,5,5,Arts,Information Security Specialist
19,5,5,5,5,5,Arts,Information Security Specialist
21,5,1,5,5,5,Arts,Information Security Specialist
19,5,0,5,5,5,Arts,Information Security Specialist
21,5,3,5,5,5,Arts,Information Security Specialist
20,5,2,5,5,5,Arts,Information Security Specialist
20,1,4,1,1,1,Math,Information Security Specialist
24,1,5,1,1,1,Math,Information Security Specialist
24,1,1,1,1,1,Math,Information Security Specialist
20,1,0,1,1,1,Math,Information Security Specialist
23,1,3,1,1,1,Math,Information Security Specialist
20,1,2,1,1,1,Math,Information Security Specialist
18,0,4,0,0,0,Design,Information Security Specialist
18,0,5,0,0,0,Design,Information Security Specialist
23,0,1,0,0,0,Design,Information Security Specialist
25,0,0,0,0,0,Design,Information Security Specialist
22,0,3,0,0,0,Design,Information Security Specialist
25,0,2,0,0,0,Design,Information Security Specialist
19,3,4,3,3,3,Business,Information Security Specialist
25,3,5,3,3,3,Business,Information Security Specialist
21,3,1,3,3,3,Business,Information Security Specialist
25,3,0,3,3,3,Business,Information Security Specialist
21,3,3,3,3,3,Business,Information Security Specialist
23,3,2,3,3,3,Business,Information Security Specialist
18,2,4,2,2,2,ComputerScience,Information Security Specialist
24,2,5,2,2,2,ComputerScience,Information Security Specialist
21,2,1,2,2,2,ComputerScience,Information Security Specialist
18,2,0,2,2,2,ComputerScience,Information Security Specialist
22,2,3,2,2,2,ComputerScience,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
22,4,4,4,4,4,Physics,Information Security Specialist
23,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
25,4,4,4,4,4,Physics,Information Security Specialist
20,4,4,4,4,4,Physics,Information Security Specialist
20,4,4,4,4,4,Physics,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
22,5,5,5,5,5,Arts,Information Security Specialist
21,5,5,5,5,5,Arts,Information Security Specialist
19,5,5,5,5,5,Arts,Information Security Specialist
20,5,5,5,5,5,Arts,Information Security Specialist
23,5,5,5,5,5,Arts,Information Security Specialist
23,1,1,1,1,1,Math,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
25,1,1,1,1,1,Math,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
19,1,1,1,1,1,Math,Information Security Specialist
20,1,1,1,1,1,Math,Information Security Specialist
19,0,0,0,0,0,Design,Information Security Specialist
23,0,0,0,0,0,Design,Information Security Specialist
20,0,0,0,0,0,Design,Information Security Specialist
22,0,0,0,0,0,Design,Information Security Specialist
24,0,0,0,0,0,Design,Information Security Specialist
22,0,0,0,0,0,Design,Information Security Specialist
23,3,3,3,3,3,Business,Information Security Specialist
19,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
19,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
22,3,3,3,3,3,Business,Information Security Specialist
19,2,2,2,2,2,ComputerScience,Information Security Specialist
21,2,2,2,2,2,ComputerScience,Information Security Specialist
22,2,2,2,2,2,ComputerScience,Information Security Specialist
20,2,2,2,2,2,ComputerScience,Information Security Specialist
24,2,2,2,2,2,ComputerScience,Information Security Specialist
23,2,2,2,2,2,ComputerScience,Information Security Specialist
21,4,4,4,4,4,Physics,Technical Writer
19,4,4,4,4,4,Physics,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
22,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
23,5,5,5,5,5,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
23,1,1,1,1,1,Math,Technical Writer
21,1,1,1,1,1,Math,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
22,0,0,0,0,0,Design,Technical Writer
